street_clean,city_clean,State,Zip,price,bedrooms,baths_label,bed_bath,sqft_living,price_per_sqft,lot_acres,waterfront_flag,basement_flag,view_label,condition_label,home_age,yr_renovated,years_since_update,floors,date,bathrooms,sqft_total_check,sqft_lot,waterfront,view,condition,sqft_above,sqft_basement,yr_built,street,city,statezip
11020 34Th Ave Ne,Seattle,WA,98125,"$258,125",2,1  ,2 bd | 1. ba,930,$278,0,No,No,None,Average,101,2011,14,1,6/26/2014,1.00,930,"7,740",0,0,3,930,0,1924,11020 34th Ave NE,Seattle,WA 98125
26000-26198 Woodmont Dr S,Des Moines,WA,98198,"$258,000",3,1  ,3 bd | 1. ba,"1,490",$173,0,No,Yes,None,Average,56,2010,15,1,6/24/2014,1.00,"1,490","7,435",0,0,3,"1,120",370,1969,26000-26198 Woodmont Dr S,Des Moines,WA 98198
21659 Se 266Th St,Maple Valley,WA,98038,"$258,000",3,1 3/4,3 bd | 1.75 ba,"1,620",$159,0,No,Yes,None,Average,37,2000,25,1,5/23/2014,1.75,"1,620","7,540",0,0,3,"1,310",310,1988,21659 SE 266th St,Maple Valley,WA 98038
533 S 330Th Pl,Federal Way,WA,98003,"$257,500",3,2 1/4,3 bd | 2.25 ba,"1,715",$150,0,No,No,None,Average,30,0,30,2,6/27/2014,2.25,"1,715","6,819",0,0,3,"1,715",0,1995,533 S 330th Pl,Federal Way,WA 98003
4473 192Nd Ave Se,Issaquah,WA,98027,"$257,500",4,1 3/4,4 bd | 1.75 ba,"2,420",$106,0,No,Yes,None,Average,46,2014,11,1,5/19/2014,1.75,"2,420","7,672",0,0,3,"1,480",940,1979,4473 192nd Ave SE,Issaquah,WA 98027
13321 30Th Ave Ne,Seattle,WA,98125,"$257,500",2,2  ,2 bd | 2. ba,"1,180",$218,0,No,No,None,Average,85,1996,29,1,6/24/2014,2.00,"1,180","9,265",0,0,3,"1,180",0,1940,13321 30th Ave NE,Seattle,WA 98125
200 Pike St Se,Auburn,WA,98002,"$257,200",3,2  ,3 bd | 2. ba,"1,850",$139,0,No,Yes,None,Good,73,0,73,1,5/14/2014,2.00,"1,850","8,250",0,0,4,"1,150",700,1952,200 Pike St SE,Auburn,WA 98002
2829 Sw 342Nd Pl,Federal Way,WA,98023,"$257,000",4,2 3/4,4 bd | 2.75 ba,"2,330",$110,0,No,Yes,None,Average,35,2009,16,1,6/5/2014,2.75,"2,330","7,642",0,0,3,"1,800",530,1990,2829 SW 342nd Pl,Federal Way,WA 98023
833 Sw 361St St,Federal Way,WA,98023,"$256,883",3,2 1/2,3 bd | 2.5 ba,"1,690",$152,0,No,No,None,Average,22,0,22,2,5/15/2014,2.50,"1,690","5,025",0,0,3,"1,690",0,2003,833 SW 361st St,Federal Way,WA 98023
23255 133Rd Ave Se,Kent,WA,98042,"$256,750",3,2 1/2,3 bd | 2.5 ba,"1,990",$129,0,No,Yes,None,Average,56,2010,15,1,5/21/2014,2.50,"1,990","8,991",0,0,3,"1,570",420,1969,23255 133rd Ave SE,Kent,WA 98042
7615 Sw 257Th St,Vashon,WA,98070,"$256,500",2,1  ,2 bd | 1. ba,"1,120",$229,0,No,No,None,Good,45,0,45,1,5/19/2014,1.00,"1,120","9,912",0,0,4,"1,120",0,1980,7615 SW 257th St,Vashon,WA 98070
1327 S 277Th Pl,Des Moines,WA,98198,"$256,000",4,2 1/2,4 bd | 2.5 ba,"2,050",$125,0,No,No,None,Average,23,0,23,2,7/2/2014,2.50,"2,050","5,787",0,0,3,"2,050",0,2002,1327 S 277th Pl,Des Moines,WA 98198
11518 Se 221St Pl,Kent,WA,98031,"$255,950",3,2 1/2,3 bd | 2.5 ba,"1,720",$149,0,No,No,None,Average,33,0,33,2,6/25/2014,2.50,"1,720","3,676",0,0,3,"1,720",0,1992,11518 SE 221st Pl,Kent,WA 98031
22018 8Th Pl S,Des Moines,WA,98198,"$255,000",2,1  ,2 bd | 1. ba,"1,200",$213,0,No,No,Good,Excellent,108,0,108,1,6/9/2014,1.00,"1,200","9,000",0,2,5,"1,200",0,1917,22018 8th Pl S,Des Moines,WA 98198
11631 Se 308Th Pl,Auburn,WA,98092,"$255,000",4,2 1/4,4 bd | 2.25 ba,"1,680",$152,0,No,No,None,Average,23,0,23,2,7/2/2014,2.25,"1,680","3,179",0,0,3,"1,680",0,2002,11631 SE 308th Pl,Auburn,WA 98092
5130 Francis Ct Se,Auburn,WA,98092,"$255,000",3,2 1/2,3 bd | 2.5 ba,"1,720",$148,0,No,No,None,Average,27,2006,19,2,6/27/2014,2.50,"1,720","6,194",0,0,3,"1,720",0,1998,5130 Francis Ct SE,Auburn,WA 98092
22821 Se 288Th St,Black Diamond,WA,98010,"$255,000",3,1 3/4,3 bd | 1.75 ba,"1,550",$165,0,No,Yes,None,Average,49,0,49,1,7/8/2014,1.75,"1,550","9,720",0,0,3,"1,050",500,1976,22821 SE 288th St,Black Diamond,WA 98010
1422 S 282Nd Pl,Federal Way,WA,98003,"$255,000",4,2 1/2,4 bd | 2.5 ba,"2,070",$123,0,No,No,None,Average,36,0,36,2,5/15/2014,2.50,"2,070","7,800",0,0,3,"2,070",0,1989,1422 S 282nd Pl,Federal Way,WA 98003
11405 Se 229Th St,Kent,WA,98031,"$255,000",3,2  ,3 bd | 2. ba,"1,490",$171,0,No,No,None,Average,41,0,41,1.5,5/23/2014,2.00,"1,490","8,371",0,0,3,"1,490",0,1984,11405 SE 229th St,Kent,WA 98031
26300 127Th Ave Se,Kent,WA,98030,"$255,000",3,2 1/2,3 bd | 2.5 ba,"1,610",$158,0,No,No,None,Average,31,0,31,2,6/5/2014,2.50,"1,610","6,176",0,0,3,"1,610",0,1994,26300 127th Ave SE,Kent,WA 98030
27456-27498 124Th Ave Se,Kent,WA,98030,"$255,000",3,1 3/4,3 bd | 1.75 ba,"1,700",$150,0,No,No,None,Average,38,2000,25,1,6/17/2014,1.75,"1,700","7,532",0,0,3,"1,700",0,1987,27456-27498 124th Ave SE,Kent,WA 98030
19300 142Nd Pl Se,Renton,WA,98058,"$255,000",3,1 1/2,3 bd | 1.5 ba,"1,060",$241,0,No,No,None,Average,52,2013,12,1,5/21/2014,1.50,"1,060","9,039",0,0,3,"1,060",0,1973,19300 142nd Pl SE,Renton,WA 98058
10740 Stone Ave N,Seattle,WA,98133,"$255,000",2,1 1/2,2 bd | 1.5 ba,920,$277,0,No,No,None,Average,30,0,30,2,7/3/2014,1.50,920,"1,598",0,0,3,920,0,1995,10740 Stone Ave N,Seattle,WA 98133
3822 Martin Luther King Jr Way S,Seattle,WA,98108,"$255,000",2,1  ,2 bd | 1. ba,"1,320",$193,0,No,Yes,None,Average,106,2001,24,1,6/30/2014,1.00,"1,320","9,967",0,0,3,940,380,1919,3822 Martin Luther King Jr Way S,Seattle,WA 98108
3017 Sw Hinds St,Seattle,WA,98126,"$255,000",2,1  ,2 bd | 1. ba,"1,220",$209,0,No,Yes,None,Average,115,2006,19,1,5/12/2014,1.00,"1,220","2,500",0,0,3,770,450,1910,3017 SW Hinds St,Seattle,WA 98126
8019 S 117Th St,Seattle,WA,98178,"$255,000",4,2  ,4 bd | 2. ba,"2,430",$105,0,No,Yes,None,Average,65,2012,13,1,7/2/2014,2.00,"2,430","8,960",0,0,3,"1,430","1,000",1960,8019 S 117th St,Seattle,WA 98178
20234 20Th Ave Ne,Shoreline,WA,98155,"$255,000",3,1  ,3 bd | 1. ba,960,$266,0,No,No,None,Average,70,2005,20,1,5/27/2014,1.00,960,"8,100",0,0,3,960,0,1955,20234 20th Ave NE,Shoreline,WA 98155
19627 Se Auburn-Black Diamond Rd,Auburn,WA,98092,"$254,600",3,2  ,3 bd | 2. ba,"1,470",$173,0,No,No,None,Good,57,0,57,1,6/26/2014,2.00,"1,470","20,000",0,0,4,"1,470",0,1968,19627 SE Auburn-Black Diamond Rd,Auburn,WA 98092
1621 56Th Ct Se,Auburn,WA,98092,"$254,500",4,2 3/4,4 bd | 2.75 ba,"2,570",$99,0,No,Yes,None,Average,27,2006,19,2,5/22/2014,2.75,"2,570","7,264",0,0,3,"1,720",850,1998,1621 56th Ct SE,Auburn,WA 98092
28830 34Th Ave S,Auburn,WA,98001,"$254,000",5,2  ,5 bd | 2. ba,"2,080",$122,0,No,Yes,None,Excellent,66,0,66,1,6/26/2014,2.00,"2,080","16,117",0,0,5,"1,740",340,1959,28830 34th Ave S,Auburn,WA 98001
16726 Se 45Th St,Bellevue,WA,98006,"$254,000",3,1 1/2,3 bd | 1.5 ba,"1,770",$144,0,No,Yes,None,Average,66,1989,36,1,5/12/2014,1.50,"1,770","17,208",0,0,3,"1,160",610,1959,16726 SE 45th St,Bellevue,WA 98006
21438 Se 277Th St,Maple Valley,WA,98038,"$254,000",3,2  ,3 bd | 2. ba,"1,480",$172,0,No,No,None,Good,33,0,33,1,5/28/2014,2.00,"1,480","7,480",0,0,4,"1,480",0,1992,21438 SE 277th St,Maple Valley,WA 98038
3015 S Graham St,Seattle,WA,98108,"$254,000",4,2  ,4 bd | 2. ba,"1,510",$168,0,No,No,None,Average,70,2005,20,1,5/16/2014,2.00,"1,510","4,235",0,0,3,"1,510",0,1955,3015 S Graham St,Seattle,WA 98108
16708 N Park Ave N,Shoreline,WA,98133,"$254,000",2,1  ,2 bd | 1. ba,"1,060",$240,0,No,No,None,Good,73,0,73,1,5/28/2014,1.00,"1,060","8,187",0,0,4,"1,060",0,1952,16708 N Park Ave N,Shoreline,WA 98133
4821 S 175Th St,Seatac,WA,98188,"$253,779",4,2  ,4 bd | 2. ba,"2,030",$125,0,No,Yes,None,Average,78,2012,13,1.5,6/18/2014,2.00,"2,030","9,600",0,0,3,"1,430",600,1947,4821 S 175th St,SeaTac,WA 98188
2628 S 309Th St,Federal Way,WA,98003,"$253,500",3,1  ,3 bd | 1. ba,"1,640",$155,0,No,Yes,None,Good,71,1979,46,1,6/26/2014,1.00,"1,640","12,384",0,0,4,"1,090",550,1954,2628 S 309th St,Federal Way,WA 98003
8850 34Th Ave Sw,Seattle,WA,98126,"$253,500",2,1  ,2 bd | 1. ba,810,$313,0,No,No,None,Average,77,1994,31,1,6/6/2014,1.00,810,"4,800",0,0,3,810,0,1948,8850 34th Ave SW,Seattle,WA 98126
1033 S 316Th St,Federal Way,WA,98003,"$253,400",3,2  ,3 bd | 2. ba,"1,400",$181,0,No,No,None,Excellent,57,0,57,1,5/28/2014,2.00,"1,400","8,640",0,0,5,"1,400",0,1968,1033 S 316th St,Federal Way,WA 98003
24217 181St Pl Se,Covington,WA,98042,"$253,000",4,2 1/2,4 bd | 2.5 ba,"2,230",$113,0,No,No,None,Average,19,0,19,2,5/14/2014,2.50,"2,230","4,541",0,0,3,"2,230",0,2006,24217 181st Pl SE,Covington,WA 98042
11414 Se 230Th Pl,Kent,WA,98031,"$253,000",2,1  ,2 bd | 1. ba,"1,310",$193,0,No,Yes,None,Good,45,0,45,1,7/2/2014,1.00,"1,310","7,128",0,0,4,940,370,1980,11414 SE 230th Pl,Kent,WA 98031
506 Wells Ave N,Renton,WA,98057,"$253,000",2,1 3/4,2 bd | 1.75 ba,"1,220",$207,0,No,Yes,None,Excellent,104,0,104,1,6/3/2014,1.75,"1,220","5,000",0,0,5,860,360,1921,506 Wells Ave N,Renton,WA 98057
11457 70Th Pl S,Seattle,WA,98178,"$253,000",3,1 1/2,3 bd | 1.5 ba,880,$288,0,No,No,None,Excellent,80,0,80,1,6/17/2014,1.50,880,"6,600",0,0,5,880,0,1945,11457 70th Pl S,Seattle,WA 98178
4056 S 151St St,Tukwila,WA,98188,"$253,000",3,1 3/4,3 bd | 1.75 ba,"2,040",$124,0,No,Yes,None,Average,63,2003,22,1,6/10/2014,1.75,"2,040","7,281",0,0,3,"1,020","1,020",1962,4056 S 151st St,Tukwila,WA 98188
37654 18Th Pl S,Federal Way,WA,98003,"$252,980",4,2 1/2,4 bd | 2.5 ba,"2,530",$100,0,No,No,None,Average,32,0,32,2,7/8/2014,2.50,"2,530","8,169",0,0,3,"2,530",0,1993,37654 18th Pl S,Federal Way,WA 98003
650 Sw 137Th St,Burien,WA,98166,"$252,750",4,1  ,4 bd | 1. ba,"1,230",$205,0,No,No,None,Average,81,0,81,1.5,6/26/2014,1.00,"1,230","7,410",0,0,3,"1,230",0,1944,650 SW 137th St,Burien,WA 98166
13105 Se 277Th Pl,Kent,WA,98030,"$252,700",2,1 1/2,2 bd | 1.5 ba,"1,070",$236,0,No,No,None,Average,40,0,40,1,5/16/2014,1.50,"1,070","9,643",0,0,3,"1,070",0,1985,13105 SE 277th Pl,Kent,WA 98030
1209 Sw 347Th Pl,Federal Way,WA,98023,"$252,500",3,2  ,3 bd | 2. ba,"1,900",$133,0,No,No,None,Average,34,0,34,1,6/26/2014,2.00,"1,900","8,002",0,0,3,"1,900",0,1991,1209 SW 347th Pl,Federal Way,WA 98023
12902 Se 158Th Pl,Renton,WA,98058,"$252,350",3,2  ,3 bd | 2. ba,"1,650",$153,0,No,Yes,None,Average,46,2014,11,1,5/15/2014,2.00,"1,650","7,352",0,0,3,"1,160",490,1979,12902 SE 158th Pl,Renton,WA 98058
12046 Se 214Th St,Kent,WA,98031,"$252,000",3,2 1/4,3 bd | 2.25 ba,"1,670",$151,0,No,Yes,None,Good,48,0,48,1,6/24/2014,2.25,"1,670","7,881",0,0,4,"1,190",480,1977,12046 SE 214th St,Kent,WA 98031
12224 Se 165Th St,Renton,WA,98058,"$252,000",4,1 3/4,4 bd | 1.75 ba,"1,120",$225,0,No,No,None,Good,59,0,59,1,7/9/2014,1.75,"1,120","8,250",0,0,4,"1,120",0,1966,12224 SE 165th St,Renton,WA 98058
12526 Se 232Nd St,Kent,WA,98031,"$251,750",3,2  ,3 bd | 2. ba,"1,320",$191,0,No,No,None,Excellent,50,0,50,1,6/10/2014,2.00,"1,320","7,200",0,0,5,"1,320",0,1975,12526 SE 232nd St,Kent,WA 98031
16004 7Th Ave Sw,Burien,WA,98166,"$251,556",3,1  ,3 bd | 1. ba,"1,750",$144,0,No,Yes,None,Good,69,0,69,1,6/26/2014,1.00,"1,750","7,800",0,0,4,"1,150",600,1956,16004 7th Ave SW,Burien,WA 98166
240 S 198Th St,Des Moines,WA,98148,"$251,200",4,1 1/2,4 bd | 1.5 ba,"1,310",$192,0,No,Yes,None,Average,72,0,72,1,5/19/2014,1.50,"1,310","8,250",0,0,3,"1,060",250,1953,240 S 198th St,Des Moines,WA 98148
2025 W St Nw,Auburn,WA,98001,"$250,600",4,2 1/2,4 bd | 2.5 ba,"1,930",$130,0,No,Yes,None,Average,44,2013,12,1,6/13/2014,2.50,"1,930","8,660",0,0,3,"1,120",810,1981,2025 W St NW,Auburn,WA 98001
3030 Sw 346Th Pl,Federal Way,WA,98023,"$250,500",3,2  ,3 bd | 2. ba,"1,710",$146,0,No,No,None,Good,37,0,37,2,6/4/2014,2.00,"1,710","7,225",0,0,4,"1,710",0,1988,3030 SW 346th Pl,Federal Way,WA 98023
17941 Riviera Pl Sw,Normandy Park,WA,98166,"$250,275",2,1  ,2 bd | 1. ba,790,$317,0,No,No,None,Good,83,1982,43,1,6/18/2014,1.00,790,"11,234",0,0,4,790,0,1942,17941 Riviera Pl SW,Normandy Park,WA 98166
3652 Sw 328Th St,Federal Way,WA,98023,"$250,250",3,2 1/4,3 bd | 2.25 ba,"2,210",$113,0,No,No,None,Good,56,0,56,2,6/9/2014,2.25,"2,210","8,000",0,0,4,"2,210",0,1969,3652 SW 328th St,Federal Way,WA 98023
29812 55Th Pl S,Auburn,WA,98001,"$250,000",3,2  ,3 bd | 2. ba,"1,170",$214,0,No,No,None,Average,41,0,41,1,5/21/2014,2.00,"1,170","7,258",0,0,3,"1,170",0,1984,29812 55th Pl S,Auburn,WA 98001
1201-1215 O St Ne,Auburn,WA,98002,"$250,000",3,1 3/4,3 bd | 1.75 ba,"1,770",$141,0,No,No,None,Good,66,0,66,1,7/3/2014,1.75,"1,770","8,868",0,0,4,"1,770",0,1959,1201-1215 O St NE,Auburn,WA 98002
3812 I Pl Ne,Auburn,WA,98002,"$250,000",3,1 3/4,3 bd | 1.75 ba,"1,160",$216,0,No,No,None,Average,27,2006,19,1,6/17/2014,1.75,"1,160","6,134",0,0,3,"1,160",0,1998,3812 I Pl NE,Auburn,WA 98002
249 S 163Rd Pl,Burien,WA,98148,"$250,000",3,2 1/4,3 bd | 2.25 ba,"1,920",$130,0,No,Yes,None,Average,60,1993,32,1,7/2/2014,2.25,"1,920","7,738",0,0,3,"1,520",400,1965,249 S 163rd Pl,Burien,WA 98148
19521 Se 271St Pl,Covington,WA,98042,"$250,000",3,2 1/4,3 bd | 2.25 ba,"1,400",$179,0,No,No,None,Average,13,1912,113,2,6/13/2014,2.25,"1,400","3,814",0,0,3,"1,400",0,2012,19521 SE 271st Pl,Covington,WA 98042
25816 13Th Pl S,Des Moines,WA,98198,"$250,000",3,2  ,3 bd | 2. ba,"1,440",$174,0,No,No,None,Average,60,1993,32,1,6/30/2014,2.00,"1,440","9,220",0,0,3,"1,440",0,1965,25816 13th Pl S,Des Moines,WA 98198
20824-20836 Occidental Ave S,Des Moines,WA,98198,"$250,000",3,1  ,3 bd | 1. ba,990,$253,0,No,No,None,Good,65,2001,24,1,7/9/2014,1.00,990,"8,062",0,0,4,990,0,1960,20824-20836 Occidental Ave S,Des Moines,WA 98198
2006 S 257Th St,Des Moines,WA,98198,"$250,000",4,2  ,4 bd | 2. ba,"2,120",$118,0,No,No,None,Good,65,2001,24,1.5,6/4/2014,2.00,"2,120","8,701",0,0,4,"2,120",0,1960,2006 S 257th St,Des Moines,WA 98198
2134 Montgomery Ave,Enumclaw,WA,98022,"$250,000",5,1 1/2,5 bd | 1.5 ba,"2,520",$99,0,No,Yes,None,Good,97,0,97,1.5,6/9/2014,1.50,"2,520","5,753",0,0,4,"1,510","1,010",1928,2134 Montgomery Ave,Enumclaw,WA 98022
33015 4Th Pl S,Federal Way,WA,98003,"$250,000",3,2 1/4,3 bd | 2.25 ba,"1,765",$142,0,No,No,None,Average,29,0,29,2,6/3/2014,2.25,"1,765","7,652",0,0,3,"1,765",0,1996,33015 4th Pl S,Federal Way,WA 98003
10858 Se 200Th St,Kent,WA,98031,"$250,000",3,1 3/4,3 bd | 1.75 ba,"1,200",$208,1,No,No,None,Average,41,0,41,1,7/2/2014,1.75,"1,200","24,805",0,0,3,"1,200",0,1984,10858 SE 200th St,Kent,WA 98031
12033 Se 223Rd Dr,Kent,WA,98031,"$250,000",3,1 3/4,3 bd | 1.75 ba,"1,590",$157,0,No,Yes,None,Average,41,0,41,1,6/10/2014,1.75,"1,590","7,560",0,0,3,"1,130",460,1984,12033 SE 223rd Dr,Kent,WA 98031
12206 Se 217Th St,Kent,WA,98031,"$250,000",4,2  ,4 bd | 2. ba,"1,960",$128,0,No,Yes,None,Excellent,47,0,47,1,5/20/2014,2.00,"1,960","7,560",0,0,5,"1,160",800,1978,12206 SE 217th St,Kent,WA 98031
4511 S 262Nd St,Kent,WA,98032,"$250,000",4,2  ,4 bd | 2. ba,"1,850",$135,0,No,Yes,None,Good,47,2000,25,1,6/2/2014,2.00,"1,850","7,560",0,0,4,"1,540",310,1978,4511 S 262nd St,Kent,WA 98032
24911-24917 38Th Ave S,Kent,WA,98032,"$250,000",4,1 1/2,4 bd | 1.5 ba,"2,500",$100,0,No,Yes,None,Good,64,2001,24,1,5/20/2014,1.50,"2,500","6,300",0,0,4,"1,500","1,000",1961,24911-24917 38th Ave S,Kent,WA 98032
9603 Ne 121St Ln,Kirkland,WA,98034,"$250,000",2,1 1/2,2 bd | 1.5 ba,"1,088",$230,0,No,No,None,Average,42,2009,16,2,6/17/2014,1.50,"1,088","1,360",0,0,3,"1,088",0,1983,9603 NE 121st Ln,Kirkland,WA 98034
27022 216Th Ave Se,Maple Valley,WA,98038,"$250,000",3,2  ,3 bd | 2. ba,"1,900",$132,0,No,Yes,None,Excellent,59,0,59,1,5/16/2014,2.00,"1,900","6,660",0,0,5,950,950,1966,27022 216th Ave SE,Maple Valley,WA 98038
22028 Se 269Th St,Maple Valley,WA,98038,"$250,000",4,2 1/2,4 bd | 2.5 ba,"1,800",$139,0,No,No,None,Average,27,2006,19,2,6/17/2014,2.50,"1,800","8,100",0,0,3,"1,800",0,1998,22028 SE 269th St,Maple Valley,WA 98038
1705 Douglas Ct,Milton,WA,98354,"$250,000",3,1 3/4,3 bd | 1.75 ba,"1,140",$219,0,No,No,None,Good,42,0,42,1,7/8/2014,1.75,"1,140","10,400",0,0,4,"1,140",0,1983,1705 Douglas Ct,Milton,WA 98354
19415 107Th Ave Se,Renton,WA,98055,"$250,000",3,1  ,3 bd | 1. ba,"1,230",$203,0,No,No,None,Good,68,2001,24,1,5/15/2014,1.00,"1,230","10,350",0,0,4,"1,230",0,1957,19415 107th Ave SE,Renton,WA 98055
3218 S 148Th St,Seatac,WA,98168,"$250,000",2,1  ,2 bd | 1. ba,"1,110",$225,1,No,No,None,Average,74,1994,31,1,5/29/2014,1.00,"1,110","26,051",0,0,3,"1,110",0,1951,3218 S 148th St,SeaTac,WA 98168
4356 Sw Concord St,Seattle,WA,98136,"$250,000",1,1  ,1 bd | 1. ba,750,$333,0,No,No,None,Average,107,0,107,1,6/1/2014,1.00,750,"4,000",0,0,3,750,0,1918,4356 SW Concord St,Seattle,WA 98136
12419 20Th Ave S,Seattle,WA,98168,"$250,000",1,1  ,1 bd | 1. ba,800,$313,0,No,Yes,None,Fair,94,0,94,1,6/20/2014,1.00,800,"16,306",0,0,2,680,120,1931,12419 20th Ave S,Seattle,WA 98168
10217 Aurora Ave N,Seattle,WA,98133,"$250,000",2,1 1/2,2 bd | 1.5 ba,982,$255,0,No,Yes,None,Average,19,0,19,2,6/11/2014,1.50,982,846,0,0,3,806,176,2006,10217 Aurora Ave N,Seattle,WA 98133
17732 199Th Pl Ne,Woodinville,WA,98077,"$250,000",3,2 1/2,3 bd | 2.5 ba,"1,510",$166,0,No,Yes,None,Fair,49,0,49,1,6/5/2014,2.50,"1,510","10,384",0,0,2,"1,030",480,1976,17732 199th Pl NE,Woodinville,WA 98077
628 Sw 136Th St,Burien,WA,98166,"$249,950",2,1  ,2 bd | 1. ba,940,$266,0,No,No,None,Good,66,0,66,1,5/22/2014,1.00,940,"8,532",0,0,4,940,0,1959,628 SW 136th St,Burien,WA 98166
19240 Se 259Th Pl,Covington,WA,98042,"$249,900",3,2  ,3 bd | 2. ba,"1,310",$191,0,No,No,None,Good,35,0,35,1,6/23/2014,2.00,"1,310","6,738",0,0,4,"1,310",0,1990,19240 SE 259th Pl,Covington,WA 98042
9412 24Th Ave Sw,Seattle,WA,98106,"$249,900",2,1  ,2 bd | 1. ba,"1,140",$219,0,No,No,None,Average,78,2012,13,1,5/21/2014,1.00,"1,140","5,500",0,0,3,"1,140",0,1947,9412 24th Ave SW,Seattle,WA 98106
26449 171St Ave Se,Covington,WA,98042,"$249,500",2,1 3/4,2 bd | 1.75 ba,"1,500",$166,0,No,No,None,Good,62,0,62,1,6/23/2014,1.75,"1,500","8,645",0,0,4,"1,500",0,1963,26449 171st Ave SE,Covington,WA 98042
22115 104Th Pl Se,Kent,WA,98031,"$249,000",3,1  ,3 bd | 1. ba,"1,050",$237,0,No,No,None,Good,66,0,66,1,6/19/2014,1.00,"1,050","8,498",0,0,4,"1,050",0,1959,22115 104th Pl SE,Kent,WA 98031
22119 123Rd Ave Se,Kent,WA,98031,"$249,000",3,2 1/4,3 bd | 2.25 ba,"1,440",$173,0,No,Yes,None,Average,43,0,43,1,5/16/2014,2.25,"1,440","7,673",0,0,3,940,500,1982,22119 123rd Ave SE,Kent,WA 98031
26120-26126 120Th Pl Se,Kent,WA,98030,"$249,000",4,2 1/4,4 bd | 2.25 ba,"1,830",$136,0,No,No,None,Average,35,2009,16,2,6/25/2014,2.25,"1,830","6,136",0,0,3,"1,830",0,1990,26120-26126 120th Pl SE,Kent,WA 98030
31825 197Th Ave Se,Kent,WA,98042,"$249,000",3,1  ,3 bd | 1. ba,"1,000",$249,0,No,No,None,Average,57,2010,15,1,6/23/2014,1.00,"1,000","19,204",0,0,3,"1,000",0,1968,31825 197th Ave SE,Kent,WA 98042
13124 113Th Pl Ne,Kirkland,WA,98034,"$249,000",2,1 1/2,2 bd | 1.5 ba,"1,090",$228,0,No,No,None,Average,43,0,43,2,7/8/2014,1.50,"1,090","2,686",0,0,3,"1,090",0,1982,13124 113th Pl NE,Kirkland,WA 98034
2431 T St Nw,Auburn,WA,98001,"$248,400",3,1 3/4,3 bd | 1.75 ba,"1,880",$132,0,No,Yes,None,Average,40,0,40,1,6/20/2014,1.75,"1,880","11,249",0,0,3,"1,330",550,1985,2431 T St NW,Auburn,WA 98001
3920 153Rd Ave Se,Bellevue,WA,98006,"$248,000",3,1  ,3 bd | 1. ba,950,$261,0,No,No,None,Good,71,1979,46,1,7/1/2014,1.00,950,"9,400",0,0,4,950,0,1954,3920 153rd Ave SE,Bellevue,WA 98006
1501-1515 Sw 327Th St,Federal Way,WA,98023,"$248,000",4,3 1/2,4 bd | 3.5 ba,"1,850",$134,0,No,Yes,None,Average,39,0,39,2,5/16/2014,3.50,"1,850","6,519",0,0,3,"1,130",720,1986,1501-1515 SW 327th St,Federal Way,WA 98023
21620 Se 283Rd St,Maple Valley,WA,98038,"$248,000",4,2 1/2,4 bd | 2.5 ba,"1,770",$140,0,No,No,None,Average,22,0,22,2,6/12/2014,2.50,"1,770","5,855",0,0,3,"1,770",0,2003,21620 SE 283rd St,Maple Valley,WA 98038
2052 S 132Nd St,Seatac,WA,98168,"$248,000",5,1 1/2,5 bd | 1.5 ba,"1,510",$164,0,No,No,None,Good,66,0,66,1,6/11/2014,1.50,"1,510","9,078",0,0,4,"1,510",0,1959,2052 S 132nd St,SeaTac,WA 98168
6105 S 124Th St,Seattle,WA,98178,"$248,000",4,2  ,4 bd | 2. ba,"2,080",$119,0,No,Yes,None,Average,75,2005,20,1,6/19/2014,2.00,"2,080","13,510",0,0,3,"1,040","1,040",1950,6105 S 124th St,Seattle,WA 98178
4557 14Th Ave S,Seattle,WA,98108,"$247,875",2,1  ,2 bd | 1. ba,"1,000",$248,0,No,No,None,Good,83,1982,43,1,5/30/2014,1.00,"1,000","4,776",0,0,4,"1,000",0,1942,4557 14th Ave S,Seattle,WA 98108
26303 191St Pl Se,Covington,WA,98042,"$247,200",3,1 3/4,3 bd | 1.75 ba,"1,370",$180,0,No,No,None,Average,43,0,43,1,6/17/2014,1.75,"1,370","8,719",0,0,3,"1,370",0,1982,26303 191st Pl SE,Covington,WA 98042
1714 Sw 354Th Pl,Federal Way,WA,98023,"$247,000",3,2 1/4,3 bd | 2.25 ba,"1,580",$156,0,No,No,None,Good,39,0,39,2,5/19/2014,2.25,"1,580","7,941",0,0,4,"1,580",0,1986,1714 SW 354th Pl,Federal Way,WA 98023
495 Petersen Dr E,Enumclaw,WA,98022,"$246,950",3,3  ,3 bd | 3. ba,"1,670",$148,0,No,No,None,Average,11,0,11,1,6/27/2014,3.00,"1,670","4,440",0,0,3,"1,670",0,2014,495 Petersen Dr E,Enumclaw,WA 98022
10804 Se 218Th St,Kent,WA,98031,"$246,500",3,1 1/2,3 bd | 1.5 ba,"1,270",$194,0,No,No,None,Good,61,0,61,1,5/29/2014,1.50,"1,270","11,600",0,0,4,"1,270",0,1964,10804 SE 218th St,Kent,WA 98031
21635 Se 268Th St,Maple Valley,WA,98038,"$246,500",3,2 1/2,3 bd | 2.5 ba,"1,620",$152,0,No,No,None,Average,36,0,36,2,6/25/2014,2.50,"1,620","7,686",0,0,3,"1,620",0,1989,21635 SE 268th St,Maple Valley,WA 98038
