Address,City,State,Zip,Price,Bedrooms,Bathrooms,Living Area (SqFt),Price per SqFt,Lot Size (Acres),Waterfront,Basement,View,Condition,Home Age,Year Renovated,Years Since Update,Floors,,
4313 S 289Th Pl,Auburn,WA,98001,"$299,950",3.00,3,"1,870",$160 ,0,No,No,None,Average,35,2009,16,2,,
8430 8Th Ave Sw,Seattle,WA,98106,"$299,950",3.00,1,"1,210",$248 ,0,No,No,None,Average,70,2005,20,1,,
20013 15Th Ave Nw,Shoreline,WA,98177,"$299,950",3.00,1,910,$330 ,0,No,Yes,None,Good,75,1983,42,1,,
29820 125Th Pl Se,Auburn,WA,98092,"$299,900",3.00,3,"2,720",$110 ,0,No,No,None,Average,23,0,23,2,,
18021 24Th Ave Ne,Shoreline,WA,98155,"$299,900",3.00,1,"1,110",$270 ,0,No,No,None,Average,46,2014,11,1,,
6511 29Th Ave S,Seattle,WA,98108,"$299,880",3.00,3,"1,460",$205 ,0,No,No,None,Average,25,0,25,2,,
8041-8299 Beacon Ave S,Seattle,WA,98118,"$299,800",2.00,1,790,$379 ,0,No,No,None,Good,100,1968,57,1,,
1400 S 359Th St,Federal Way,WA,98003,"$299,000",2.00,2,"1,250",$239 ,1,No,No,None,Good,75,1983,42,1,,
18438 Se 135Th St,Renton,WA,98059,"$299,000",3.00,2,"1,180",$253 ,0,No,No,None,Excellent,63,0,63,1,,
18820 129Th Pl Se,Renton,WA,98058,"$299,000",5.00,3,"2,220",$135 ,0,No,Yes,None,Good,57,0,57,1,,
2544 Ne 203Rd St,Shoreline,WA,98155,"$299,000",3.00,1,"1,390",$215 ,0,No,No,None,Good,71,1979,46,1.5,,
29801-29829 23Rd Avenue South,Federal Way,WA,98003,"$298,450",5.00,3,"2,100",$142 ,0,No,Yes,None,Average,18,0,18,1,,
24032 Se 263Rd Pl,Maple Valley,WA,98038,"$298,000",3.00,3,"1,950",$153 ,0,No,No,None,Average,15,0,15,2,,
16102 Se 251 St,Covington,WA,98042,"$297,857",4.00,3,"3,490",$85 ,0,No,No,None,Average,22,0,22,2,,
22840 Se 269Th St,Maple Valley,WA,98038,"$297,500",4.00,3,"1,910",$156 ,0,No,No,None,Average,20,0,20,2,,
419 Wetherbee Ln,Enumclaw,WA,98022,"$297,000",5.00,3,"1,970",$151 ,0,No,No,None,Good,31,0,31,2,,
26715 Stanford Ct,Kent,WA,98032,"$296,500",3.00,3,"2,170",$137 ,0,No,Yes,None,Good,47,2000,25,1,,
24312 226Th Ave Se,Maple Valley,WA,98038,"$296,475",3.00,3,"1,520",$195 ,0,No,No,None,Average,21,2003,22,2,,
20208 1St Pl S,Des Moines,WA,98198,"$295,832",5.00,1,"1,410",$210 ,0,No,Yes,None,Excellent,70,0,70,1,,
455 S 190Th St,Burien,WA,98148,"$295,000",3.00,2,"1,770",$167 ,0,No,Yes,None,Average,65,2012,13,1,,
19807-19813 10Th Pl S,Des Moines,WA,98148,"$295,000",3.00,2,"1,380",$214 ,0,No,No,None,Good,59,0,59,1,,
1708 Franklin St,Enumclaw,WA,98022,"$295,000",3.00,2,"1,940",$152 ,0,No,No,None,Good,107,1985,40,1.5,,
23620 Se 243Rd Pl,Maple Valley,WA,98038,"$295,000",3.00,3,"1,560",$189 ,0,No,No,None,Average,22,0,22,2,,
17026 426Th Ave Se,North Bend,WA,98045,"$295,000",4.00,2,980,$301 ,0,No,No,None,Excellent,47,0,47,1,,
507 Janet Ave Ne,North Bend,WA,98045,"$295,000",2.00,1,"1,170",$252 ,0,No,No,None,Average,62,2008,17,1,,
530 Olympia Ave Se,Renton,WA,98058,"$295,000",4.00,3,"2,290",$129 ,0,No,No,None,Average,24,0,24,2,,
4108 25Th Ave Sw,Seattle,WA,98106,"$295,000",1.00,1,700,$421 ,0,No,No,None,Good,118,0,118,1,,
4020 21St Ave Sw,Seattle,WA,98106,"$295,000",3.00,2,850,$347 ,0,No,No,None,Average,39,0,39,1,,
9047 4Th Ave S,Seattle,WA,98108,"$295,000",3.00,2,"1,640",$180 ,0,No,No,None,Good,117,0,117,2,,
10026 61St Ave S,Seattle,WA,98178,"$295,000",5.00,4,"2,100",$140 ,0,No,Yes,None,Average,26,0,26,2,,
1829 29Th Ave,Seattle,WA,98122,"$295,000",2.00,1,650,$454 ,0,No,No,None,Average,75,2005,20,1,,
108 N 183Rd St,Shoreline,WA,98133,"$295,000",2.00,1,800,$369 ,0,No,No,None,Good,72,1983,42,1,,
11400-11616 Se 266Th St,Kent,WA,98030,"$294,999",4.00,3,"1,660",$178 ,0,No,No,None,Average,31,0,31,2,,
2604 S 357Th St,Federal Way,WA,98003,"$294,700",3.00,2,"1,970",$150 ,0,No,Yes,None,Good,58,0,58,1,,
512 47Th St Se,Auburn,WA,98092,"$294,000",4.00,3,"2,210",$133 ,0,No,Yes,None,Average,35,2009,16,1,,
17101-17103 Se 383Rd St,Auburn,WA,98092,"$293,000",4.00,3,"3,250",$90 ,5,No,No,Good,Average,52,2013,12,1,,
19358 114Th Pl Se,Kent,WA,98031,"$293,000",3.00,2,"1,910",$153 ,0,No,No,None,Average,16,0,16,2,,
1012 Lynnwood Ave Ne,Renton,WA,98056,"$292,600",3.00,2,"1,520",$193 ,0,No,No,None,Good,66,0,66,1,,
14405 Se 208Th St,Kent,WA,98042,"$292,286",3.00,2,"1,890",$155 ,0,No,No,None,Excellent,59,0,59,1,,
10719 47Th Ave S,Tukwila,WA,98178,"$292,050",5.00,3,"2,840",$103 ,0,No,Yes,None,Average,22,0,22,1,,
315 F St Se,Auburn,WA,98002,"$292,000",4.00,3,"2,414",$121 ,0,No,No,None,Average,19,0,19,2,,
12621 Se 222Nd Pl,Kent,WA,98031,"$292,000",5.00,3,"2,490",$117 ,0,No,Yes,None,Good,36,0,36,1,,
16529 10Th Ave Ne,Shoreline,WA,98155,"$291,500",3.00,1,880,$331 ,0,No,No,None,Excellent,79,0,79,1.5,,
24815 180Th Ave Se,Covington,WA,98042,"$291,000",3.00,2,"1,860",$156 ,1,No,Yes,None,Good,58,0,58,1,,
12816 84Th Ave S,Seattle,WA,98178,"$291,000",3.00,2,"1,560",$187 ,0,No,No,None,Average,61,2000,25,1,,
13301 56Th Ave S,Tukwila,WA,98178,"$290,900",2.00,2,"1,610",$181 ,0,No,No,None,Average,95,1983,42,2,,
915 N 1St St,Renton,WA,98057,"$290,300",2.00,1,860,$338 ,0,No,No,None,Good,94,0,94,1,,
32237 7Th Ave Sw,Federal Way,WA,98023,"$290,256",3.00,2,"1,720",$169 ,0,No,No,None,Average,42,2009,16,2,,
25420 157Th Ave Se,Covington,WA,98042,"$290,000",3.00,3,"2,080",$139 ,0,No,No,None,Average,23,0,23,2,,
1020 S 299Th Pl,Federal Way,WA,98003,"$290,000",3.00,2,"1,950",$149 ,0,No,No,None,Good,66,0,66,1,,
22020 127Th Ct Se,Kent,WA,98031,"$290,000",4.00,3,"1,700",$171 ,0,No,No,None,Good,37,0,37,2,,
28515 Se 228Th St,Maple Valley,WA,98038,"$290,000",3.00,2,"1,520",$191 ,0,No,No,None,Good,57,0,57,1,,
12611 Se 160Th St,Renton,WA,98058,"$290,000",5.00,2,"2,120",$137 ,0,No,No,None,Excellent,63,0,63,1.5,,
312 Wells Ave N,Renton,WA,98057,"$290,000",4.00,3,"2,390",$121 ,0,No,No,None,Average,51,0,51,2,,
1901 Shattuck Ave S,Renton,WA,98055,"$290,000",3.00,1,"1,440",$201 ,0,No,No,None,Average,58,2011,14,1,,
16232 11Th Ave Ne,Shoreline,WA,98155,"$290,000",3.00,1,"1,150",$252 ,0,No,Yes,None,Good,93,1958,67,1,,
15821 4Th Ave Sw,Burien,WA,98166,"$289,988",3.00,2,"1,570",$185 ,0,No,Yes,None,Average,69,2001,24,1,,
15827 7Th Pl S,Burien,WA,98148,"$289,950",3.00,3,"1,760",$165 ,0,No,No,None,Excellent,88,0,88,1.5,,
10009 Se 247Th Pl,Kent,WA,98030,"$289,950",3.00,2,"1,670",$174 ,0,No,No,None,Average,33,0,33,1,,
2826 Access Rd,Renton,WA,98056,"$289,950",3.00,3,"1,960",$148 ,0,No,No,None,Average,21,2003,22,2,,
21114-21120 119Th Ave Se,Kent,WA,98031,"$289,659",4.00,2,"2,260",$128 ,0,No,No,None,Good,41,0,41,2,,
5703 Charlotte Ave Se,Auburn,WA,98092,"$289,373",3.00,3,"2,538",$114 ,0,No,No,None,Average,12,1923,102,2,,
28426 37Th Ave S,Auburn,WA,98001,"$289,000",3.00,3,"1,970",$147 ,0,No,Yes,None,Average,37,2000,25,2,,
17814 Se 257Th St,Covington,WA,98042,"$289,000",3.00,3,"2,090",$138 ,0,No,No,None,Average,23,0,23,2,,
710 Victor St,Enumclaw,WA,98022,"$289,000",3.00,2,"1,680",$172 ,0,No,No,None,Average,32,0,32,1,,
4018 Ne 6Th Ct,Renton,WA,98056,"$289,000",3.00,1,"1,090",$265 ,0,No,No,None,Excellent,44,0,44,1,,
916 4Th Ave Ne,Issaquah,WA,98029,"$288,790",4.00,2,"1,350",$214 ,0,No,No,None,Average,17,0,17,3,,
15224 Se 175Th Pl,Renton,WA,98058,"$288,500",5.00,3,"3,390",$85 ,0,No,Yes,None,Excellent,47,0,47,1,,
3901 Ne 5Th Pl,Renton,WA,98056,"$288,400",3.00,2,"1,870",$154 ,0,No,No,None,Average,28,0,28,2,,
5162 S 170Th St,Tukwila,WA,98188,"$288,350",3.00,2,"1,860",$155 ,0,No,Yes,None,Average,62,2008,17,1,,
22412 Se 243Rd St,Maple Valley,WA,98038,"$288,000",3.00,3,"1,520",$189 ,0,No,No,None,Average,21,2003,22,2,,
8506 37Th Ave Sw,Seattle,WA,98126,"$287,920",2.00,1,870,$331 ,0,No,No,None,Good,83,1982,43,1,,
8607 36Th Ave Sw,Seattle,WA,98126,"$287,920",2.00,1,"1,090",$264 ,0,No,Yes,None,Good,83,1982,43,1,,
4222 S 288Th Pl,Auburn,WA,98001,"$287,600",3.00,3,"1,950",$147 ,0,No,No,None,Average,35,2009,16,2,,
33749 29Th Ct Sw,Federal Way,WA,98023,"$287,500",4.00,3,"2,570",$112 ,0,No,Yes,None,Good,46,0,46,1,,
27020 Ne Ring St,Duvall,WA,98019,"$287,000",3.00,2,"1,490",$193 ,0,No,Yes,None,Good,38,0,38,1,,
1724 Edmonds Way Se,Renton,WA,98058,"$287,000",5.00,2,"1,730",$166 ,0,No,Yes,None,Average,63,2003,22,1,,
13304 24Th Ave S,Seatac,WA,98168,"$287,000",3.00,2,"1,300",$221 ,0,No,No,None,Excellent,92,0,92,1.5,,
20130 110Th Terrace Se,Kent,WA,98031,"$286,800",3.00,3,"1,413",$203 ,0,No,No,None,Average,14,0,14,2,,
200 Taylor Ave S,North Bend,WA,98045,"$286,000",2.00,1,780,$367 ,0,No,No,None,Good,95,0,95,1,,
4733 Delridge Way Sw,Seattle,WA,98106,"$286,000",3.00,3,"1,100",$260 ,0,No,Yes,None,Average,17,0,17,2,,
32500-32514 35Th Ave Sw,Federal Way,WA,98023,"$285,500",4.00,2,"1,960",$146 ,0,No,No,None,Good,58,0,58,1,,
12840 Se 307Th Pl,Auburn,WA,98092,"$285,000",5.00,3,"2,270",$126 ,0,No,No,None,Average,30,0,30,2,,
157 Pike St Ne,Auburn,WA,98002,"$285,000",3.00,3,"2,437",$117 ,0,No,No,None,Average,14,0,14,2,,
20615 Se 334Th St,Auburn,WA,98092,"$285,000",3.00,2,"1,680",$170 ,1,No,No,None,Average,38,2000,25,2,,
16014 16Th Ave Sw,Burien,WA,98166,"$285,000",3.00,1,"1,090",$261 ,0,No,No,None,Good,52,0,52,1,,
27924-27998 150Th Pl Se,Kent,WA,98042,"$285,000",3.00,3,"1,660",$172 ,0,No,No,None,Average,22,0,22,2,,
13303 Se 227Th St,Kent,WA,98042,"$285,000",3.00,3,"1,870",$152 ,0,No,No,None,Average,20,0,20,2,,
11807 Ne 105Th Ct,Kirkland,WA,98033,"$285,000",1.00,2,810,$352 ,0,No,No,None,Good,43,2011,14,2,,
18716 35Th Ave Ne,Lake Forest Park,WA,98155,"$285,000",2.00,1,"1,010",$282 ,0,No,No,None,Average,50,0,50,1,,
24108 Se 261St Pl,Maple Valley,WA,98038,"$285,000",3.00,2,"1,460",$195 ,0,No,No,None,Average,30,0,30,1,,
10222 18Th Ave Sw,Seattle,WA,98146,"$285,000",2.00,1,780,$365 ,0,No,No,None,Good,82,0,82,1,,
7749-7999 31St Ave Nw,Seattle,WA,98117,"$285,000",3.00,1,"1,210",$236 ,0,No,No,None,Average,124,0,124,1.5,,
2802 Sw Bataan St,Seattle,WA,98126,"$285,000",2.00,3,"1,380",$207 ,0,No,Yes,None,Average,14,0,14,2,,
8723 S 117Th St,Seattle,WA,98178,"$285,000",3.00,2,"2,380",$120 ,0,No,Yes,None,Average,90,1974,51,1.5,,
13332 30Th Ave Ne,Seattle,WA,98125,"$285,000",2.00,1,800,$356 ,0,No,No,None,Average,71,2005,20,1,,
8024 S 130Th St,Seattle,WA,98178,"$285,000",4.00,2,"2,080",$137 ,0,No,Yes,None,Good,70,2009,16,1,,
7339 46Th Ave S,Seattle,WA,98118,"$285,000",3.00,2,"1,840",$155 ,0,No,Yes,None,Average,120,2014,11,1,,
15322 26Th Ave Ne,Shoreline,WA,98155,"$285,000",2.00,1,910,$313 ,0,No,No,None,Good,77,0,77,1,,
4071 S 128Th St,Tukwila,WA,98168,"$285,000",3.00,2,"2,880",$99 ,0,No,Yes,None,Average,67,2004,21,1,,
15923 Vashon Hwy Sw,Vashon,WA,98070,"$285,000",2.00,2,"1,651",$173 ,0,No,No,None,Average,79,0,79,1,,
12654 156Th Ave Se,Renton,WA,98059,"$284,950",3.00,1,990,$288 ,0,No,No,None,Excellent,65,0,65,1,,
29700 217Th Pl Se,Kent,WA,98042,"$284,000",3.00,3,"1,880",$151 ,0,No,No,None,Average,16,0,16,2,,
15012 133Rd Ave Se,Renton,WA,98058,"$284,000",3.00,2,"1,500",$189 ,0,No,No,None,Good,68,2001,24,1,,
10000-10026 S 100Th St,Seattle,WA,98168,"$284,000",4.00,2,"1,880",$151 ,0,No,Yes,None,Average,65,2012,13,1,,
26526 111Th Pl Se,Kent,WA,98030,"$283,200",4.00,3,"1,982",$143 ,0,No,No,None,Average,21,2003,22,2,,
1109 N 28Th Pl,Renton,WA,98056,"$283,000",3.00,1,890,$318 ,0,No,No,None,Good,71,1979,46,1,,
3706 140Th Ave Se,Bellevue,WA,98006,"$282,767",4.00,2,"1,700",$166 ,0,No,Yes,None,Average,70,2010,15,1,,
16221 Bagley Pl N,Shoreline,WA,98133,"$282,613",2.00,1,830,$340 ,0,No,No,None,Good,71,1979,46,1,,
17022 5Th Ave Ne,Shoreline,WA,98155,"$282,509",3.00,1,"1,180",$239 ,0,No,No,None,Average,79,0,79,1.5,,
228 Ne 174Th St,Shoreline,WA,98155,"$282,509",3.00,1,"1,560",$181 ,0,No,Yes,None,Good,77,0,77,1,,
20020 127Th Pl Se,Kent,WA,98031,"$282,000",3.00,3,"1,680",$168 ,0,No,Yes,None,Average,31,0,31,1,,
10125 Se 242Nd Pl,Kent,WA,98030,"$282,000",4.00,2,"1,890",$149 ,0,No,No,None,Average,28,0,28,2,,
26732 Carnaby Way,Kent,WA,98032,"$280,927",4.00,2,"2,070",$136 ,0,No,No,None,Good,48,0,48,2,,
30021 114Th Way Se,Auburn,WA,98092,"$280,500",4.00,3,"1,890",$148 ,0,No,No,None,Average,28,0,28,2,,
15611 Se 322Nd Pl,Auburn,WA,98092,"$280,000",3.00,2,"1,790",$156 ,1,No,No,None,Good,35,0,35,1,,
12307 Se 315Th Pl,Auburn,WA,98092,"$280,000",7.00,3,"1,940",$144 ,0,No,No,None,Average,31,0,31,2,,
31751 Ne 110Th St,Carnation,WA,98014,"$280,000",3.00,3,"3,910",$72 ,0,No,No,None,Average,40,0,40,2,,
23825 14Th Ave S,Des Moines,WA,98198,"$280,000",3.00,2,"1,470",$190 ,0,No,No,None,Average,38,2000,25,1,,
1206 Sw 349Th St,Federal Way,WA,98023,"$280,000",3.00,3,"1,860",$151 ,0,No,No,None,Average,36,0,36,2,,
25011 119Th Pl Se,Kent,WA,98030,"$280,000",4.00,2,"1,930",$145 ,0,No,Yes,None,Good,37,0,37,1,,
18738-18798 49Th Pl Ne,Lake Forest Park,WA,98155,"$280,000",3.00,2,"1,970",$142 ,0,No,Yes,None,Good,58,0,58,1,,
44633 Se 151St St,North Bend,WA,98045,"$280,000",3.00,3,"1,270",$220 ,0,No,No,None,Average,32,0,32,2,,
107 E 3Rd St,North Bend,WA,98045,"$280,000",2.00,1,"1,010",$277 ,0,No,No,None,Good,100,1968,57,1,,
13219 424Th Ave Se,North Bend,WA,98045,"$280,000",3.00,1,"1,330",$211 ,0,No,No,None,Average,66,1989,36,1.5,,
1048 Redmond Ave Ne,Renton,WA,98056,"$280,000",3.00,1,"1,090",$257 ,0,No,No,None,Good,63,0,63,1,,
454 A St,Renton,WA,98056,"$280,000",3.00,3,"1,720",$163 ,0,No,No,None,Average,20,0,20,2,,
12410 Se 168Th St,Renton,WA,98058,"$280,000",3.00,2,"1,230",$228 ,0,No,No,None,Average,59,1963,62,1,,
9007 4Th Ave Nw,Seattle,WA,98117,"$280,000",2.00,1,960,$292 ,0,No,No,None,Average,83,1999,26,1,,
11405 26Th Ave Sw,Seattle,WA,98146,"$280,000",2.00,2,"1,480",$189 ,0,No,No,None,Good,85,2001,24,1,,
8611 32Nd Ave Sw,Seattle,WA,98126,"$280,000",2.00,1,"1,880",$149 ,0,No,Yes,None,Average,106,2001,24,1,,
10424 2Nd Ave S,Seattle,WA,98168,"$280,000",3.00,1,"1,200",$233 ,0,No,Yes,None,Average,82,2002,23,1,,
7704 376Th Ave Se,Snoqualmie,WA,98065,"$280,000",2.00,2,"1,610",$174 ,4,No,No,None,Fair,77,0,77,1.5,,
2640 S 227Th Pl,Des Moines,WA,98198,"$279,950",3.00,2,"1,750",$160 ,0,No,Yes,None,Average,64,2004,21,1,,
23103 125Th Ave Se,Kent,WA,98031,"$279,950",5.00,2,"2,150",$130 ,0,No,Yes,None,Good,55,0,55,1,,
2401 S 359Th St,Federal Way,WA,98003,"$279,900",3.00,2,"1,580",$177 ,0,No,No,None,Average,37,2000,25,1,,
20101 137Th Ave Se,Kent,WA,98042,"$279,000",3.00,3,"1,630",$171 ,0,No,Yes,None,Average,40,0,40,1,,
1809 Glenwood Ave Se,Renton,WA,98058,"$279,000",4.00,2,"2,200",$127 ,0,No,Yes,None,Average,46,2014,11,1,,
9716 33Rd Ave Sw,Seattle,WA,98126,"$279,000",2.00,1,670,$416 ,0,No,No,None,Excellent,83,0,83,1,,
6421 S 124Th St,Seattle,WA,98178,"$279,000",5.00,3,"2,690",$104 ,0,No,No,None,Average,13,1912,113,2,,
13101 Ne 193Rd Pl,Woodinville,WA,98072,"$278,900",3.00,1,990,$282 ,0,No,No,None,Average,57,1997,28,1,,
32900 19Th Ave Sw,Federal Way,WA,98023,"$278,500",4.00,2,"1,940",$144 ,0,No,No,None,Average,35,2009,16,2,,
10020 18Th Ave Sw,Seattle,WA,98146,"$277,000",4.00,1,"1,450",$191 ,0,No,Yes,None,Average,61,2000,25,1,,
9615 58Th Ave S,Seattle,WA,98118,"$277,000",3.00,1,"1,100",$252 ,0,No,No,None,Good,68,2001,24,1,,
428 Orchard Ave Ne,North Bend,WA,98045,"$276,900",2.00,1,"1,350",$205 ,0,No,No,Good,Good,73,0,73,1,,
1711 Monroe Ave Ne,Renton,WA,98056,"$276,900",3.00,1,"1,270",$218 ,0,No,No,None,Good,67,1972,53,1,,
1101-1199 O St Ne,Auburn,WA,98002,"$276,000",4.00,2,"2,460",$112 ,0,No,No,None,Good,66,0,66,1,,
5403 23Rd Ave Sw,Seattle,WA,98106,"$276,000",3.00,1,"1,140",$242 ,0,No,No,None,Average,65,2012,13,1,,
18529 Ashworth Ave N,Shoreline,WA,98133,"$275,500",2.00,1,720,$383 ,0,No,No,None,Excellent,74,0,74,1,,
23017 Se 281St Ct,Maple Valley,WA,98038,"$275,250",3.00,2,"1,520",$181 ,0,No,No,None,Good,33,0,33,2,,
304 Sw 316Th St,Federal Way,WA,98023,"$275,000",3.00,2,"1,860",$148 ,0,No,No,None,Good,54,0,54,1,,
31607 45Th Pl Sw,Federal Way,WA,98023,"$275,000",3.00,3,"1,720",$160 ,0,No,Yes,None,Average,42,2009,16,1,,
28616 28Th Pl S,Federal Way,WA,98003,"$275,000",4.00,2,"1,930",$142 ,0,No,No,None,Average,46,2014,11,2,,
24031 Se 262Nd Pl,Maple Valley,WA,98038,"$275,000",3.00,2,"1,380",$199 ,0,No,No,None,Average,17,0,17,1,,
23418 Se 282Nd Pl,Maple Valley,WA,98038,"$275,000",3.00,3,"2,030",$135 ,0,No,No,None,Average,32,0,32,2,,
44402 Se 142Nd Pl,North Bend,WA,98045,"$275,000",3.00,3,"1,480",$186 ,0,No,No,None,Average,38,2000,25,2,,
5628 35Th Ave Sw,Seattle,WA,98126,"$275,000",2.00,1,770,$357 ,0,No,No,None,Good,98,0,98,1,,
4022 S Bozeman St,Seattle,WA,98118,"$275,000",3.00,3,"1,390",$198 ,0,No,Yes,None,Average,19,0,19,2,,
9246 30Th Ave Sw,Seattle,WA,98126,"$275,000",3.00,1,"1,200",$229 ,0,No,No,None,Good,71,1979,46,1,,
2350 N 178Th St,Shoreline,WA,98133,"$275,000",3.00,1,"1,080",$255 ,0,No,No,None,Good,73,0,73,1,,
15346-15348 25Th Ave Ne,Shoreline,WA,98155,"$275,000",2.00,1,770,$357 ,0,No,No,None,Excellent,77,1985,40,1,,
16341 Interlake Ave N,Shoreline,WA,98133,"$275,000",2.00,1,"1,180",$233 ,0,No,No,None,Good,76,1985,40,1,,
3515 S 137Th St,Tukwila,WA,98168,"$275,000",4.00,2,"2,030",$135 ,0,No,No,None,Average,81,0,81,2,,
16828 Se 251 St,Covington,WA,98042,"$274,950",3.00,2,"1,670",$165 ,0,No,Yes,None,Average,38,2000,25,1,,
5619 S 149Th St,Tukwila,WA,98168,"$274,950",3.00,1,"1,450",$190 ,0,No,Yes,None,Average,67,2004,21,1,,
28206 130Th Ave Se,Kent,WA,98030,"$274,900",4.00,3,"1,970",$140 ,0,No,No,None,Average,38,2000,25,2,,
2414 Sw Holden St,Seattle,WA,98106,"$274,750",4.00,3,"1,840",$149 ,0,No,Yes,None,Average,21,2003,22,2,,
3924 Sw 316Th St,Federal Way,WA,98023,"$274,500",3.00,2,"1,720",$160 ,0,No,Yes,None,Good,56,0,56,1,,
26133 242Nd Ave Se,Maple Valley,WA,98038,"$274,500",3.00,2,"1,450",$189 ,0,No,No,None,Average,15,0,15,2,,
44400 Se 159Th St,North Bend,WA,98045,"$274,333",3.00,2,"1,780",$154 ,4,No,No,Good,Average,37,2000,25,2,,
14608 Se 195Th Pl,Renton,WA,98058,"$272,500",3.00,2,"1,410",$193 ,0,No,No,None,Good,42,0,42,1,,
5002 S 299Th Pl,Auburn,WA,98001,"$272,000",3.00,2,"1,380",$197 ,0,No,No,None,Average,36,0,36,1,,
2019 24Th Ave S,Seattle,WA,98144,"$271,310",2.00,1,870,$312 ,0,No,No,None,Fair,119,0,119,1.5,,
36816 55Th Ave S,Auburn,WA,98001,"$270,000",2.00,1,"1,780",$152 ,2,No,No,Great,Good,71,1979,46,1,,
2820 V Ct Se,Auburn,WA,98002,"$270,000",4.00,3,"1,990",$136 ,0,No,Yes,None,Average,26,0,26,1,,
5307-5311 Quincy Ave Se,Auburn,WA,98092,"$270,000",4.00,3,"1,920",$141 ,0,No,No,None,Average,27,2006,19,2,,
13405 5Th Ave Sw,Burien,WA,98146,"$270,000",3.00,2,"1,890",$143 ,0,No,Yes,None,Average,68,2000,25,1,,
19223 Se 259Th Pl,Covington,WA,98042,"$270,000",3.00,3,"1,670",$162 ,0,No,Yes,None,Good,35,0,35,1,,
25139 11Th Ave S,Des Moines,WA,98198,"$270,000",4.00,3,"1,660",$163 ,0,No,No,None,Good,47,2000,25,1,,
32624 39Th Pl Sw,Federal Way,WA,98023,"$270,000",4.00,2,"1,900",$142 ,0,No,No,None,Good,50,0,50,1,,
20442 137Th Ave Se,Kent,WA,98042,"$270,000",3.00,2,"2,080",$130 ,0,No,Yes,None,Average,22,0,22,1.5,,
20147 Se 152Nd St,Renton,WA,98059,"$270,000",3.00,1,"1,500",$180 ,0,No,No,None,Good,57,0,57,1,,
17620 Se 121St Pl,Renton,WA,98059,"$270,000",3.00,1,"1,010",$267 ,0,No,No,None,Average,56,2010,15,1,,
9122 23Rd Ave Ne,Seattle,WA,98115,"$270,000",2.00,2,840,$321 ,0,No,No,None,Average,20,0,20,2,,
1309 Sw Webster St,Seattle,WA,98106,"$270,000",3.00,2,"1,300",$208 ,0,No,Yes,None,Good,107,1953,72,1,,
7703 S 128Th St,Seattle,WA,98178,"$270,000",4.00,2,"2,600",$104 ,0,No,Yes,None,Average,60,1993,32,1,,
5601-5605 21St Ave Sw,Seattle,WA,98106,"$270,000",3.00,2,"1,390",$194 ,0,No,Yes,None,Average,68,2000,25,1,,
10447 8Th Ave S,Seattle,WA,98168,"$270,000",2.00,1,"2,060",$131 ,0,No,Yes,None,Average,63,2003,22,1,,
25209 45Th Ave S,Kent,WA,98032,"$269,950",4.00,3,"2,540",$106 ,0,No,No,None,Excellent,48,0,48,2,,
4295 S 137Th St,Tukwila,WA,98168,"$269,950",3.00,3,"1,890",$143 ,0,No,Yes,None,Average,23,0,23,2,,
13805 Se Fairwood Blvd,Renton,WA,98058,"$269,900",4.00,2,"1,530",$176 ,0,No,No,None,Good,57,0,57,1.5,,
23309 115Th Pl Se,Kent,WA,98031,"$269,500",3.00,2,"1,840",$146 ,0,No,Yes,None,Good,49,1992,33,1,,
680 Shelton Ave Ne,Renton,WA,98056,"$269,500",2.00,2,"1,480",$182 ,0,No,Yes,None,Good,47,2000,25,1,,
19827 Se Maple Valley Hwy,Maple Valley,WA,98038,"$269,188",3.00,2,"1,590",$169 ,1,No,No,None,Good,99,1993,32,1.5,,
12035-12225 61St Ave S,Seattle,WA,98178,"$269,000",3.00,1,"1,690",$159 ,0,No,Yes,None,Average,58,2011,14,1,,
22027 117Th Ave Se,Kent,WA,98031,"$268,972",4.00,3,"1,860",$145 ,0,No,Yes,None,Good,42,0,42,1,,
19320 113Th Ave Se,Kent,WA,98031,"$268,972",4.00,3,"1,954",$138 ,0,No,No,None,Average,20,0,20,2,,
12625 Se 228Th Ct,Kent,WA,98031,"$268,972",4.00,3,"2,380",$113 ,0,No,No,None,Good,28,0,28,2,,
12519 Se 236Th Pl,Kent,WA,98031,"$268,500",4.00,3,"2,100",$128 ,0,No,No,None,Average,19,0,19,2,,
556 N 167Th St,Shoreline,WA,98133,"$268,500",2.00,1,790,$340 ,0,No,No,None,Good,72,1983,42,1,,
13436 Occidental Ave S,Burien,WA,98168,"$268,000",4.00,2,"1,930",$139 ,0,No,Yes,None,Good,58,0,58,1,,
11813 Se 219Th Pl,Kent,WA,98031,"$268,000",3.00,3,"1,650",$162 ,0,No,No,None,Average,34,0,34,2,,
3644 Manchester Way,Kent,WA,98032,"$268,000",3.00,2,"1,970",$136 ,0,No,No,None,Good,59,0,59,1,,
3010 S Holden St,Seattle,WA,98108,"$268,000",2.00,1,"1,380",$194 ,0,No,Yes,None,Average,82,2002,23,1,,
16824 11Th Pl Ne,Shoreline,WA,98155,"$267,800",2.00,1,700,$383 ,0,No,No,None,Good,76,1985,40,1,,
17904 Military Rd S,Seatac,WA,98188,"$267,500",3.00,2,"1,590",$168 ,0,No,Yes,Good,Average,68,2000,25,1,,
2831 Sw 327Th St,Federal Way,WA,98023,"$267,345",4.00,2,"2,510",$107 ,0,No,Yes,None,Good,53,0,53,1,,
